Species Name,State,Year,Poaching Incidents,Reason for Poaching,Conservation Status,Crime Report Date,Crime Type,Arrests Made,Case Status,Seized Items,Crimes Reported Per Year
Indian Elephant,Madhya Pradesh,2023.0,3.0,Traditional Medicine,Critically Endangered,01-08-2022,Poaching,10.0,Closed,Skin,91.0
Pangolin,Rajasthan,2020.0,7.0,Ivory Trade,Endangered,29-06-2022,Poaching,9.0,Open,Scales,86.0
Bengal Tiger,Odisha,2022.0,2.0,Ivory Trade,Endangered,,Illegal Trade,5.0,Under Investigation,Skin,71.0
Indian Rhino,Odisha,2022.0,6.0,Ivory Trade,,,Poaching,9.0,Open,Horn,58.0
Indian Rhino,Madhya Pradesh,2022.0,13.0,Ivory Trade,Vulnerable,22-08-2023,Illegal Trade,0.0,Open,Horn,105.0
Indian Rhino,Assam,2022.0,9.0,Skin Trade,Critically Endangered,28-01-2020,Wildlife Trafficking,10.0,Under Investigation,Horn,58.0
Indian Elephant,Assam,2023.0,8.0,Ivory Trade,Endangered,11-04-2021,Wildlife Trafficking,9.0,Open,Ivory,98.0
Pangolin,Rajasthan,,10.0,Ivory Trade,Vulnerable,07-07-2023,Wildlife Trafficking,1.0,Open,Scales,81.0
Pangolin,Rajasthan,2021.0,3.0,Ivory Trade,Vulnerable,08-09-2022,Wildlife Trafficking,5.0,Open,Scales,51.0
Bengal Tiger,,2023.0,1.0,Bushmeat,Endangered,10-04-2020,Poaching,7.0,Closed,Skin,133.0
Bengal Tiger,Assam,2021.0,12.0,Ivory Trade,Critically Endangered,04-07-2021,Poaching,2.0,Open,Skin,59.0
Indian Rhino,Karnataka,2021.0,5.0,Skin Trade,,12-03-2022,Illegal Trade,6.0,Closed,Horn,97.0
Bengal Tiger,Odisha,2022.0,20.0,Skin Trade,Critically Endangered,18-12-2020,Wildlife Trafficking,1.0,Open,Skin,134.0
,Karnataka,2023.0,10.0,Traditional Medicine,Endangered,,Wildlife Trafficking,1.0,Closed,Skin,83.0
Pangolin,Karnataka,2023.0,6.0,Ivory Trade,Vulnerable,22-10-2020,Illegal Trade,10.0,Closed,Scales,85.0
Indian Rhino,Assam,2021.0,3.0,Ivory Trade,Endangered,18-12-2020,Illegal Trade,10.0,Open,Horn,113.0
Bengal Tiger,Karnataka,2021.0,15.0,Skin Trade,Critically Endangered,,Wildlife Trafficking,0.0,Open,Skin,117.0
,Madhya Pradesh,2020.0,6.0,Traditional Medicine,Endangered,27-02-2023,Wildlife Trafficking,9.0,Open,Scales,60.0
Indian Elephant,Rajasthan,2020.0,1.0,Skin Trade,Vulnerable,,Wildlife Trafficking,6.0,Under Investigation,Ivory,90.0
Bengal Tiger,Madhya Pradesh,,20.0,Ivory Trade,Endangered,25-03-2023,Illegal Trade,2.0,Open,Skin,86.0
Pangolin,Odisha,,3.0,Skin Trade,Critically Endangered,02-01-2023,Wildlife Trafficking,8.0,Closed,Scales,120.0
,Rajasthan,2020.0,13.0,Traditional Medicine,Vulnerable,27-09-2023,Wildlife Trafficking,1.0,Open,Scales,149.0
Indian Rhino,Karnataka,2021.0,7.0,Traditional Medicine,Endangered,18-01-2023,Poaching,,Closed,Horn,86.0
Bengal Tiger,,2021.0,6.0,Traditional Medicine,Endangered,,Wildlife Trafficking,9.0,Closed,Claws,107.0
Indian Elephant,Rajasthan,,5.0,Skin Trade,Vulnerable,12-12-2021,Poaching,9.0,Closed,Skin,60.0
Bengal Tiger,Karnataka,2021.0,14.0,Ivory Trade,Vulnerable,06-09-2022,Illegal Trade,1.0,Open,Claws,81.0
,Madhya Pradesh,2021.0,4.0,Ivory Trade,Critically Endangered,17-09-2023,Illegal Trade,7.0,Under Investigation,Ivory,63.0
Indian Leopard,Rajasthan,,10.0,Ivory Trade,Vulnerable,08-01-2022,Poaching,1.0,Closed,Skin,119.0
Bengal Tiger,Karnataka,2023.0,13.0,Ivory Trade,Critically Endangered,03-09-2022,Wildlife Trafficking,0.0,Open,Teeth,91.0
Pangolin,Madhya Pradesh,2023.0,5.0,Traditional Medicine,Endangered,03-10-2023,Wildlife Trafficking,,Open,Scales,117.0
Pangolin,Odisha,2023.0,1.0,Ivory Trade,Critically Endangered,20-08-2020,Wildlife Trafficking,9.0,Open,Scales,71.0
Indian Elephant,Odisha,2022.0,1.0,Traditional Medicine,Endangered,20-10-2022,Illegal Trade,6.0,Under Investigation,Skin,110.0
,Odisha,2021.0,9.0,Bushmeat,,11-04-2020,Illegal Trade,,Closed,Scales,106.0
Pangolin,,2023.0,1.0,Ivory Trade,Endangered,10-08-2022,Illegal Trade,5.0,Open,Scales,60.0
Pangolin,,2023.0,9.0,Traditional Medicine,,25-04-2021,Illegal Trade,7.0,Open,Scales,65.0
Pangolin,,,14.0,Ivory Trade,Endangered,,Poaching,1.0,Open,Scales,59.0
Indian Rhino,Rajasthan,2023.0,5.0,Ivory Trade,Endangered,17-04-2020,Poaching,7.0,Open,Horn,77.0
Indian Rhino,Assam,2021.0,9.0,Ivory Trade,Endangered,03-04-2023,Illegal Trade,5.0,Open,Horn,114.0
Indian Elephant,Karnataka,2021.0,19.0,Traditional Medicine,Endangered,30-08-2022,Wildlife Trafficking,1.0,Open,Skin,130.0
Bengal Tiger,Karnataka,2020.0,10.0,Skin Trade,Critically Endangered,04-12-2021,Illegal Trade,0.0,Open,Skin,111.0
Pangolin,Odisha,2023.0,15.0,Ivory Trade,Endangered,30-11-2020,Smuggling,1.0,Open,Scales,54.0
Bengal Tiger,,,1.0,Skin Trade,Critically Endangered,26-03-2020,Wildlife Trafficking,,Closed,Claws,81.0
Bengal Tiger,Karnataka,2023.0,20.0,Trophy Hunting,Vulnerable,03-01-2022,Poaching,0.0,Open,Teeth,112.0
Indian Elephant,Madhya Pradesh,2022.0,2.0,Skin Trade,Vulnerable,24-05-2022,Wildlife Trafficking,9.0,Open,Skin,73.0
Pangolin,Rajasthan,2023.0,1.0,Traditional Medicine,,18-12-2023,Illegal Trade,8.0,Under Investigation,Scales,145.0
Pangolin,Madhya Pradesh,2021.0,5.0,Skin Trade,Vulnerable,29-12-2020,Poaching,8.0,Closed,Scales,56.0
Indian Leopard,Rajasthan,2021.0,3.0,Ivory Trade,Vulnerable,29-02-2020,Wildlife Trafficking,5.0,Closed,Claws,90.0
Bengal Tiger,Assam,2022.0,6.0,Trophy Hunting,Endangered,27-06-2023,Illegal Trade,10.0,Open,Claws,124.0
Bengal Tiger,Assam,2022.0,18.0,Skin Trade,Endangered,,Wildlife Trafficking,0.0,Open,Skin,51.0
Indian Rhino,Odisha,2023.0,9.0,Ivory Trade,Endangered,26-04-2020,Poaching,10.0,Open,Horn,122.0
Indian Leopard,Karnataka,2020.0,17.0,Skin Trade,Critically Endangered,23-05-2022,Poaching,2.0,Open,Skin,103.0
Indian Rhino,,2022.0,5.0,Skin Trade,Critically Endangered,03-07-2022,Poaching,5.0,Closed,Horn,131.0
Indian Rhino,Rajasthan,2022.0,2.0,Bushmeat,Vulnerable,,Poaching,6.0,Open,Horn,75.0
Indian Rhino,Odisha,2023.0,9.0,Ivory Trade,Endangered,25-09-2022,Illegal Trade,9.0,Under Investigation,Horn,137.0
Indian Elephant,Madhya Pradesh,2023.0,5.0,Traditional Medicine,Critically Endangered,13-02-2020,Wildlife Trafficking,6.0,Closed,Skin,121.0
Indian Elephant,Rajasthan,2022.0,8.0,Traditional Medicine,Critically Endangered,23-05-2021,Illegal Trade,,Closed,Skin,73.0
Indian Rhino,Assam,,1.0,Traditional Medicine,Endangered,03-04-2023,Poaching,8.0,Closed,Horn,106.0
Indian Leopard,Karnataka,2022.0,4.0,Traditional Medicine,,23-10-2023,Wildlife Trafficking,9.0,Closed,Skin,118.0
Bengal Tiger,Rajasthan,2023.0,4.0,Traditional Medicine,Endangered,08-08-2023,Poaching,10.0,Open,Skin,141.0
Indian Leopard,Rajasthan,2023.0,1.0,Ivory Trade,,,Illegal Trade,,Under Investigation,Skin,52.0
Pangolin,Madhya Pradesh,2022.0,6.0,Ivory Trade,Vulnerable,,Illegal Trade,9.0,Closed,Scales,126.0
Indian Elephant,Karnataka,2020.0,5.0,Traditional Medicine,,16-06-2022,Illegal Trade,10.0,Closed,Ivory,71.0
Bengal Tiger,Assam,2022.0,16.0,Traditional Medicine,Endangered,09-03-2022,Wildlife Trafficking,1.0,Open,Skin,91.0
Bengal Tiger,Rajasthan,,9.0,Skin Trade,Critically Endangered,25-05-2022,Wildlife Trafficking,10.0,Under Investigation,Claws,131.0
Pangolin,Rajasthan,2023.0,14.0,Ivory Trade,Vulnerable,12-10-2020,Poaching,2.0,Open,Scales,89.0
Pangolin,Madhya Pradesh,2020.0,12.0,Trophy Hunting,Vulnerable,12-05-2023,Wildlife Trafficking,0.0,Closed,Scales,106.0
Indian Rhino,Odisha,,7.0,Skin Trade,Vulnerable,14-11-2021,Wildlife Trafficking,10.0,Open,Horn,113.0
Indian Elephant,,2020.0,14.0,Skin Trade,Critically Endangered,29-03-2022,Illegal Trade,0.0,Open,Skin,66.0
,,2022.0,17.0,Ivory Trade,Critically Endangered,30-04-2020,Poaching,0.0,Open,Horn,124.0
Indian Leopard,Rajasthan,,15.0,Trophy Hunting,Endangered,02-08-2022,Illegal Trade,0.0,Open,Claws,123.0
Indian Rhino,Rajasthan,2022.0,11.0,Skin Trade,Vulnerable,14-10-2022,Poaching,0.0,Open,Horn,112.0
Indian Rhino,Assam,2020.0,1.0,Skin Trade,Critically Endangered,26-04-2023,Poaching,,Open,Horn,89.0
Indian Rhino,,2023.0,8.0,Ivory Trade,Endangered,25-06-2022,Wildlife Trafficking,6.0,Under Investigation,Horn,137.0
Indian Rhino,Rajasthan,2022.0,3.0,Skin Trade,Vulnerable,13-01-2020,Illegal Trade,10.0,Under Investigation,Horn,102.0
Indian Elephant,Assam,2022.0,18.0,Traditional Medicine,Critically Endangered,25-08-2021,Wildlife Trafficking,0.0,Closed,Ivory,118.0
Indian Elephant,Madhya Pradesh,2020.0,3.0,Ivory Trade,Critically Endangered,18-07-2020,Wildlife Trafficking,10.0,Under Investigation,Ivory,149.0
Indian Rhino,Odisha,2021.0,18.0,Trophy Hunting,Endangered,08-08-2021,Wildlife Trafficking,0.0,Open,Horn,120.0
Indian Leopard,Karnataka,2021.0,7.0,Skin Trade,Vulnerable,23-03-2021,Poaching,10.0,Under Investigation,Claws,68.0
Bengal Tiger,Rajasthan,2023.0,14.0,Bushmeat,Vulnerable,20-04-2022,Illegal Trade,0.0,Open,Claws,145.0
Bengal Tiger,Assam,2023.0,1.0,Ivory Trade,Critically Endangered,30-12-2022,Illegal Trade,7.0,Open,Teeth,107.0
Indian Leopard,Madhya Pradesh,2022.0,9.0,Skin Trade,,12-08-2021,Wildlife Trafficking,7.0,Under Investigation,Claws,141.0
Indian Rhino,Karnataka,2020.0,9.0,Ivory Trade,Endangered,27-02-2023,Poaching,9.0,Under Investigation,Horn,89.0
Indian Elephant,Assam,2022.0,15.0,Trophy Hunting,Critically Endangered,07-06-2022,Illegal Trade,0.0,Open,Skin,73.0
Bengal Tiger,Assam,2023.0,15.0,Traditional Medicine,Critically Endangered,12-02-2020,Illegal Trade,0.0,Under Investigation,Teeth,72.0
Pangolin,Karnataka,2020.0,5.0,Ivory Trade,,03-06-2021,Wildlife Trafficking,10.0,Closed,Scales,81.0
Pangolin,Madhya Pradesh,2020.0,8.0,Traditional Medicine,,02-11-2022,Poaching,,Open,Scales,59.0
Indian Leopard,Madhya Pradesh,2023.0,9.0,Skin Trade,Vulnerable,25-12-2021,Wildlife Trafficking,9.0,Closed,Claws,135.0
Indian Rhino,Odisha,2021.0,6.0,Ivory Trade,Vulnerable,14-09-2021,Illegal Trade,7.0,Under Investigation,Horn,127.0
,Rajasthan,2021.0,5.0,Traditional Medicine,Critically Endangered,14-09-2022,Illegal Trade,10.0,Under Investigation,Scales,101.0
Indian Rhino,Karnataka,2020.0,7.0,Ivory Trade,Endangered,13-03-2022,Wildlife Trafficking,5.0,Open,Horn,144.0
Bengal Tiger,Karnataka,2022.0,1.0,Skin Trade,Endangered,18-06-2021,Illegal Trade,,Closed,Skin,128.0
Indian Leopard,Karnataka,2021.0,16.0,Ivory Trade,,28-10-2020,Wildlife Trafficking,2.0,Open,Skin,52.0
Indian Leopard,Madhya Pradesh,2022.0,1.0,Traditional Medicine,Endangered,10-06-2021,Wildlife Trafficking,9.0,Closed,Skin,91.0
Pangolin,Rajasthan,,10.0,Skin Trade,Critically Endangered,12-02-2023,Wildlife Trafficking,2.0,Closed,Scales,111.0
Indian Rhino,Odisha,2021.0,9.0,Trophy Hunting,Critically Endangered,04-04-2021,Poaching,6.0,Closed,Horn,149.0
Pangolin,Assam,2022.0,1.0,Traditional Medicine,Vulnerable,11-04-2022,Illegal Trade,,Open,Scales,121.0
,Assam,2023.0,4.0,Traditional Medicine,Vulnerable,19-05-2021,Illegal Trade,9.0,Open,Scales,62.0
Pangolin,Karnataka,,9.0,Skin Trade,Vulnerable,24-08-2023,Illegal Trade,7.0,Open,Scales,84.0
Indian Elephant,,,12.0,Skin Trade,Endangered,20-07-2022,Illegal Trade,,Under Investigation,Ivory,71.0
Indian Elephant,Madhya Pradesh,2022.0,10.0,Bushmeat,Critically Endangered,20-11-2020,Poaching,1.0,Under Investigation,Skin,122.0
,Rajasthan,2023.0,5.0,Traditional Medicine,Critically Endangered,,Wildlife Trafficking,9.0,Open,Horn,139.0
Indian Elephant,Rajasthan,2021.0,18.0,Skin Trade,Critically Endangered,30-01-2022,Smuggling,0.0,Open,Skin,114.0
Bengal Tiger,Madhya Pradesh,2021.0,2.0,Bushmeat,Vulnerable,13-04-2023,Poaching,6.0,Closed,Teeth,99.0
Indian Elephant,Karnataka,2023.0,19.0,Trophy Hunting,Critically Endangered,30-04-2022,Wildlife Trafficking,1.0,Open,Skin,63.0
Indian Leopard,Rajasthan,2021.0,1.0,Skin Trade,Endangered,10-04-2023,Poaching,8.0,Under Investigation,Claws,79.0
Indian Leopard,Assam,2023.0,5.0,Traditional Medicine,Endangered,17-08-2022,Poaching,,Open,Skin,62.0
,Madhya Pradesh,2023.0,2.0,Ivory Trade,Critically Endangered,16-05-2021,Illegal Trade,6.0,Open,Scales,103.0
Indian Elephant,Odisha,,4.0,Ivory Trade,Vulnerable,,Illegal Trade,8.0,Closed,Ivory,120.0
,Karnataka,2020.0,17.0,Ivory Trade,Critically Endangered,10-10-2020,Wildlife Trafficking,0.0,Open,Scales,102.0
Indian Elephant,,2023.0,4.0,Traditional Medicine,Endangered,19-04-2021,Wildlife Trafficking,6.0,Under Investigation,Skin,87.0
Pangolin,Odisha,2022.0,1.0,Ivory Trade,Endangered,13-12-2022,Illegal Trade,6.0,Open,Scales,99.0
Indian Rhino,Odisha,2020.0,2.0,Ivory Trade,Endangered,14-12-2023,Poaching,9.0,Under Investigation,Horn,115.0
Pangolin,Rajasthan,2021.0,5.0,Traditional Medicine,Critically Endangered,23-09-2021,Illegal Trade,10.0,Under Investigation,Scales,106.0
Indian Rhino,Rajasthan,2020.0,9.0,Traditional Medicine,Endangered,03-12-2021,Wildlife Trafficking,5.0,Under Investigation,Horn,137.0
Indian Elephant,Rajasthan,2023.0,1.0,Bushmeat,,12-02-2021,Poaching,9.0,Closed,Skin,58.0
Indian Elephant,Madhya Pradesh,2023.0,5.0,Ivory Trade,Critically Endangered,08-09-2022,Poaching,7.0,Under Investigation,Ivory,74.0
Pangolin,Madhya Pradesh,2023.0,9.0,Ivory Trade,Critically Endangered,20-08-2023,Poaching,9.0,Open,Scales,57.0
Pangolin,Karnataka,2023.0,5.0,Traditional Medicine,Endangered,12-07-2021,Illegal Trade,8.0,Under Investigation,Scales,143.0
Indian Rhino,Rajasthan,2023.0,12.0,Ivory Trade,Endangered,09-08-2020,Illegal Trade,1.0,Open,Horn,82.0
Indian Leopard,Odisha,2022.0,17.0,Ivory Trade,Vulnerable,06-06-2020,Wildlife Trafficking,0.0,Closed,Claws,65.0
Indian Rhino,Assam,2023.0,3.0,Ivory Trade,Critically Endangered,13-12-2020,Poaching,5.0,Under Investigation,Horn,135.0
Pangolin,Karnataka,2022.0,9.0,Traditional Medicine,Endangered,28-03-2023,Poaching,7.0,Under Investigation,Scales,133.0
Pangolin,Madhya Pradesh,2021.0,9.0,Ivory Trade,Vulnerable,07-06-2022,Illegal Trade,8.0,Open,Scales,107.0
Bengal Tiger,Karnataka,2023.0,10.0,Skin Trade,Endangered,10-07-2022,Wildlife Trafficking,0.0,Open,Skin,127.0
Pangolin,Karnataka,2023.0,10.0,Ivory Trade,Critically Endangered,12-06-2023,Wildlife Trafficking,,Under Investigation,Scales,121.0
Bengal Tiger,Karnataka,2020.0,7.0,Ivory Trade,,23-10-2021,Poaching,7.0,Closed,Teeth,85.0
Indian Leopard,Karnataka,2021.0,8.0,Traditional Medicine,Critically Endangered,,Illegal Trade,10.0,Closed,Claws,122.0
Indian Rhino,Assam,2023.0,17.0,Traditional Medicine,Endangered,04-07-2023,Poaching,0.0,Open,Horn,87.0
Indian Rhino,,2023.0,9.0,Ivory Trade,Critically Endangered,07-11-2021,Illegal Trade,9.0,Closed,Horn,105.0
Bengal Tiger,Odisha,2021.0,3.0,Ivory Trade,Vulnerable,11-08-2021,Wildlife Trafficking,5.0,Open,Teeth,109.0
Indian Rhino,Karnataka,2022.0,15.0,Ivory Trade,Critically Endangered,11-07-2021,Poaching,2.0,Open,Horn,124.0
Pangolin,Karnataka,2023.0,17.0,Skin Trade,Vulnerable,23-06-2022,Black Market Sale,2.0,Open,Scales,91.0
Indian Elephant,Karnataka,2020.0,13.0,Ivory Trade,Critically Endangered,06-12-2022,Poaching,2.0,Open,Skin,105.0
Bengal Tiger,Rajasthan,2023.0,9.0,Ivory Trade,,21-05-2023,Wildlife Trafficking,8.0,Open,Teeth,81.0
,Madhya Pradesh,2020.0,20.0,Traditional Medicine,Endangered,23-04-2021,Black Market Sale,2.0,Under Investigation,Ivory,94.0
Bengal Tiger,Madhya Pradesh,2020.0,16.0,Ivory Trade,Critically Endangered,01-05-2021,Wildlife Trafficking,1.0,Open,Skin,135.0
Bengal Tiger,Assam,2023.0,9.0,Skin Trade,,19-07-2021,Illegal Trade,,Under Investigation,Claws,84.0
Indian Elephant,Madhya Pradesh,,19.0,Ivory Trade,,27-09-2023,Wildlife Trafficking,0.0,Open,Skin,150.0
Pangolin,Karnataka,2020.0,4.0,Skin Trade,Critically Endangered,07-06-2021,Illegal Trade,,Closed,Scales,57.0
,Karnataka,,14.0,Traditional Medicine,Critically Endangered,04-12-2021,Wildlife Trafficking,,Closed,Scales,150.0
Indian Rhino,,2021.0,3.0,Skin Trade,Endangered,26-10-2022,Wildlife Trafficking,7.0,Closed,Horn,146.0
Indian Leopard,Assam,2023.0,8.0,Traditional Medicine,Critically Endangered,31-03-2022,Poaching,6.0,Under Investigation,Skin,72.0
Bengal Tiger,Karnataka,2022.0,3.0,Ivory Trade,Critically Endangered,13-03-2023,Wildlife Trafficking,5.0,Under Investigation,Skin,51.0
Bengal Tiger,,2021.0,4.0,Traditional Medicine,Endangered,,Poaching,7.0,Open,Claws,147.0
Indian Elephant,Rajasthan,2023.0,20.0,Ivory Trade,,08-07-2023,Illegal Trade,2.0,Open,Ivory,76.0
Pangolin,Rajasthan,2021.0,16.0,Skin Trade,Endangered,07-08-2021,Illegal Trade,1.0,Open,Scales,51.0
,Odisha,2022.0,14.0,Skin Trade,Endangered,16-11-2021,Poaching,2.0,Open,Horn,103.0
Indian Rhino,Madhya Pradesh,2023.0,13.0,Ivory Trade,Endangered,19-08-2020,Illegal Trade,2.0,Open,Horn,118.0
Indian Leopard,Karnataka,2022.0,13.0,Skin Trade,Endangered,26-09-2020,Wildlife Trafficking,0.0,Open,Skin,76.0
Indian Rhino,Rajasthan,2023.0,12.0,Traditional Medicine,Endangered,28-07-2022,Poaching,0.0,Open,Horn,146.0
Pangolin,Madhya Pradesh,2022.0,11.0,Skin Trade,Vulnerable,23-05-2022,Poaching,0.0,Open,Scales,147.0
Indian Rhino,Rajasthan,,2.0,Traditional Medicine,Vulnerable,30-05-2023,Poaching,8.0,Closed,Horn,142.0
Indian Elephant,Karnataka,2021.0,19.0,Trophy Hunting,Endangered,21-02-2020,Illegal Trade,,Open,Ivory,71.0
Indian Elephant,Rajasthan,2022.0,2.0,Skin Trade,Vulnerable,25-04-2020,Illegal Trade,9.0,Under Investigation,Skin,56.0
Indian Elephant,Odisha,2022.0,16.0,Trophy Hunting,Vulnerable,21-06-2021,Wildlife Trafficking,1.0,Open,Skin,124.0
Indian Elephant,Odisha,2022.0,7.0,Traditional Medicine,Critically Endangered,,Wildlife Trafficking,,Open,Skin,50.0
Indian Leopard,,2023.0,4.0,Skin Trade,Endangered,08-11-2022,Poaching,5.0,Closed,Skin,145.0
Pangolin,Madhya Pradesh,2021.0,1.0,Skin Trade,Vulnerable,25-03-2022,Wildlife Trafficking,8.0,Open,Scales,90.0
Indian Rhino,Madhya Pradesh,2023.0,1.0,Skin Trade,Critically Endangered,16-11-2023,Illegal Trade,10.0,Open,Horn,141.0
Indian Rhino,Madhya Pradesh,2021.0,2.0,Skin Trade,,01-03-2022,Wildlife Trafficking,10.0,Closed,Horn,107.0
Indian Elephant,Rajasthan,2020.0,5.0,Bushmeat,Endangered,09-09-2021,Illegal Trade,10.0,Under Investigation,Skin,81.0
Indian Elephant,,,15.0,Skin Trade,Endangered,22-02-2021,Wildlife Trafficking,0.0,Under Investigation,Ivory,83.0
Bengal Tiger,Karnataka,,7.0,Skin Trade,Critically Endangered,04-11-2020,Illegal Trade,8.0,Closed,Skin,95.0
Pangolin,Odisha,2021.0,6.0,Traditional Medicine,Endangered,13-05-2022,Illegal Trade,8.0,Under Investigation,Scales,80.0
Indian Leopard,Karnataka,2023.0,15.0,Skin Trade,Endangered,04-07-2020,Wildlife Trafficking,2.0,Open,Claws,86.0
Indian Rhino,Madhya Pradesh,2023.0,3.0,Traditional Medicine,,17-09-2020,Wildlife Trafficking,5.0,Under Investigation,Horn,96.0
Bengal Tiger,Karnataka,2021.0,1.0,Ivory Trade,Critically Endangered,20-07-2023,Illegal Trade,9.0,Under Investigation,Claws,60.0
Bengal Tiger,Madhya Pradesh,,4.0,Traditional Medicine,Endangered,08-06-2020,Poaching,5.0,Under Investigation,Teeth,140.0
Indian Rhino,Rajasthan,2022.0,3.0,Bushmeat,Vulnerable,19-05-2022,Wildlife Trafficking,5.0,Closed,Horn,55.0
Indian Leopard,Karnataka,2023.0,5.0,Skin Trade,Endangered,31-01-2022,Illegal Trade,10.0,Closed,Claws,85.0
Bengal Tiger,Rajasthan,2023.0,10.0,Traditional Medicine,Vulnerable,11-08-2020,Wildlife Trafficking,1.0,Open,Skin,70.0
Bengal Tiger,Rajasthan,,7.0,Skin Trade,Critically Endangered,03-07-2023,Wildlife Trafficking,10.0,Closed,Skin,79.0
Pangolin,Assam,2021.0,4.0,Traditional Medicine,Vulnerable,,Wildlife Trafficking,8.0,Closed,Scales,138.0
Indian Leopard,Madhya Pradesh,2022.0,16.0,Bushmeat,Critically Endangered,20-01-2020,Wildlife Trafficking,0.0,Open,Skin,54.0
,,2020.0,5.0,Traditional Medicine,Endangered,23-09-2021,Wildlife Trafficking,10.0,Closed,Scales,127.0
Indian Leopard,,2020.0,5.0,Skin Trade,Endangered,18-05-2023,Poaching,6.0,Open,Skin,114.0
Indian Rhino,Odisha,2022.0,10.0,Skin Trade,Critically Endangered,27-02-2020,Poaching,0.0,Open,Horn,105.0
Indian Elephant,Madhya Pradesh,,2.0,Skin Trade,,21-01-2023,Poaching,5.0,Under Investigation,Ivory,123.0
Bengal Tiger,,2022.0,8.0,Bushmeat,Critically Endangered,29-05-2023,Illegal Trade,8.0,Under Investigation,Teeth,125.0
Pangolin,Karnataka,,16.0,Ivory Trade,Endangered,23-12-2021,Poaching,2.0,Under Investigation,Scales,50.0
Indian Rhino,Karnataka,2020.0,3.0,Ivory Trade,Endangered,,Poaching,,Under Investigation,Horn,66.0
Indian Leopard,Assam,2022.0,9.0,Traditional Medicine,Vulnerable,19-10-2023,Wildlife Trafficking,,Open,Claws,63.0
Indian Rhino,Odisha,2021.0,5.0,Bushmeat,Critically Endangered,06-09-2021,Poaching,9.0,Under Investigation,Horn,66.0
,Odisha,2020.0,5.0,Skin Trade,Vulnerable,15-07-2021,Wildlife Trafficking,,Under Investigation,Scales,59.0
Indian Leopard,Odisha,2023.0,7.0,Skin Trade,Endangered,08-01-2021,Poaching,6.0,Under Investigation,Skin,103.0
Indian Elephant,Rajasthan,2021.0,1.0,Skin Trade,Vulnerable,13-09-2021,Poaching,9.0,Open,Ivory,60.0
Indian Rhino,Odisha,2020.0,7.0,Skin Trade,,28-03-2020,Poaching,10.0,Open,Horn,55.0
Bengal Tiger,Karnataka,2021.0,5.0,Ivory Trade,Endangered,09-11-2022,Wildlife Trafficking,7.0,Under Investigation,Teeth,91.0
Pangolin,Rajasthan,2020.0,3.0,Trophy Hunting,Endangered,10-10-2022,Wildlife Trafficking,8.0,Closed,Scales,80.0
Indian Leopard,Madhya Pradesh,2020.0,4.0,Ivory Trade,Critically Endangered,14-01-2020,Wildlife Trafficking,8.0,Under Investigation,Claws,73.0
Indian Rhino,Odisha,,7.0,Traditional Medicine,,12-05-2020,Wildlife Trafficking,,Closed,Horn,52.0
Indian Rhino,Odisha,2021.0,15.0,Ivory Trade,Endangered,23-11-2022,Illegal Trade,1.0,Open,Horn,111.0
Indian Elephant,Madhya Pradesh,2022.0,5.0,Skin Trade,Endangered,10-06-2022,Wildlife Trafficking,8.0,Closed,Ivory,52.0
Indian Elephant,Odisha,2023.0,1.0,Trophy Hunting,Vulnerable,16-05-2023,Wildlife Trafficking,,Closed,Ivory,111.0
Pangolin,Madhya Pradesh,2023.0,2.0,Bushmeat,Endangered,07-05-2023,Wildlife Trafficking,8.0,Under Investigation,Scales,119.0
,Rajasthan,2020.0,5.0,Ivory Trade,Critically Endangered,14-08-2021,Wildlife Trafficking,7.0,Closed,Ivory,54.0
,,2022.0,7.0,Traditional Medicine,Critically Endangered,,Illegal Trade,5.0,Under Investigation,Ivory,118.0
Bengal Tiger,Madhya Pradesh,2021.0,7.0,Traditional Medicine,Vulnerable,24-03-2023,Poaching,6.0,Under Investigation,Skin,119.0
Pangolin,Assam,,20.0,Skin Trade,Critically Endangered,06-01-2023,Poaching,2.0,Open,Scales,147.0
Pangolin,Madhya Pradesh,2022.0,7.0,Traditional Medicine,Endangered,10-04-2023,Wildlife Trafficking,,Under Investigation,Scales,113.0
Indian Leopard,Odisha,2022.0,2.0,Ivory Trade,Endangered,15-10-2020,Wildlife Trafficking,9.0,Closed,Claws,99.0
Indian Elephant,Rajasthan,2022.0,1.0,Traditional Medicine,Endangered,09-10-2022,Wildlife Trafficking,9.0,Under Investigation,Skin,96.0
Bengal Tiger,Rajasthan,2022.0,19.0,Skin Trade,Endangered,28-05-2022,Poaching,0.0,Under Investigation,Teeth,130.0
